week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,predicted_demand
10,Sunday,Lenox Hill-Roosevelt Island,9.0,15805.89,22093.99245560622
10,Sunday,Lincoln Square,9.5,16683.995,21210.427340962928
10,Sunday,Lower East Side,6.0,10537.26,6413.882485364086
10,Sunday,Manhattanville,1.0,1756.21,2275.1892835929107
10,Sunday,Melrose South-Mott Haven North,1.0,1756.21,2043.5330340769472
10,Sunday,Midtown-Midtown South,24.766666666666666,43495.467666666664,42696.31165947068
10,Sunday,Morningside Heights,3.0,5268.63,8837.020073132753
10,Sunday,Murray Hill-Kips Bay,15.5,27221.255,25415.867756101936
10,Sunday,North Side-South Side,5.0,8781.05,6503.3947858107895
10,Sunday,Park Slope-Gowanus,2.0,3512.42,3090.7689010885647
10,Sunday,Prospect Heights,1.0,1756.21,2238.639274036867
10,Sunday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2943.144180277679
10,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,12.666666666666666,22245.326666666668,26610.061587509143
10,Sunday,Spuyten Duyvil-Kingsbridge,1.0,1756.21,2080.220341338196
10,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,4623.289514400866
10,Sunday,Turtle Bay-East Midtown,20.583333333333332,36148.65583333333,27296.22840631667
10,Sunday,Upper East Side-Carnegie Hill,13.0,22830.73,25464.550191494352
10,Sunday,Upper West Side,16.7,29328.707,25103.251167500777
10,Sunday,West Village,15.083333333333334,26489.500833333335,30831.46859670244
10,Sunday,Williamsbridge-Olinville,1.0,1756.21,2052.2668285415416
10,Sunday,Yorkville,7.0,12293.470000000001,19250.623821342822
10,Sunday,park-cemetery-etc-Bronx,1.0,1756.21,2036.9953262032589
10,Sunday,park-cemetery-etc-Manhattan,2.0,3512.42,9848.78951276812
10,Thursday,Airport,11.0,19318.31,20066.58023331914
10,Thursday,Battery Park City-Lower Manhattan,10.5,18440.205,17753.66339931121
10,Thursday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2702.991077251805
10,Thursday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,2657.316694969684
10,Thursday,Chinatown,5.0,8781.05,13007.879600772276
10,Thursday,Clinton,15.0,26343.15,24805.91884228718
10,Thursday,East Harlem South,2.0,3512.42,6204.625390115052
10,Thursday,East Village,10.333333333333334,18147.503333333334,20174.987766400987
10,Thursday,East Williamsburg,1.0,1756.21,2108.3183518734118
10,Thursday,Flushing,1.0,1756.21,1943.3192190502807
10,Thursday,Gramercy,9.5,16683.995,19226.29886280171
10,Thursday,Hamilton Heights,1.0,1756.21,2054.8913389788368
10,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,21.25,37319.4625,35933.94673212204
10,Thursday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3535.7119417886597
10,Thursday,Lenox Hill-Roosevelt Island,18.5,32489.885000000002,23493.57957418292
10,Thursday,Lincoln Square,9.833333333333334,17269.398333333334,22932.02860685425
10,Thursday,Manhattanville,1.0,1756.21,2063.445343000372
10,Thursday,Midtown-Midtown South,29.4,51632.574,46525.22999761774
10,Thursday,Morningside Heights,6.0,10537.26,9449.258850317055
10,Thursday,Murray Hill-Kips Bay,14.833333333333334,26050.448333333334,27620.30166741313
10,Thursday,North Side-South Side,3.0,5268.63,4502.198601707301
10,Thursday,Old Astoria,1.0,1756.21,2051.124293491865
10,Thursday,Prospect Lefferts Gardens-Wingate,1.0,1756.21,1897.50298400234
10,Thursday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,3033.278732085352
10,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,15.333333333333334,26928.553333333333,27429.229983901954
10,Thursday,South Ozone Park,1.0,1756.21,1845.5125460251224
10,Thursday,Stuyvesant Town-Cooper Village,1.0,1756.21,3961.279414960089
10,Thursday,Turtle Bay-East Midtown,19.5,34246.095,30115.85979925133
10,Thursday,Upper East Side-Carnegie Hill,19.7,34597.337,29916.79826676225
10,Thursday,Upper West Side,16.5,28977.465,26265.656812751306
10,Thursday,Washington Heights South,1.0,1756.21,2043.4390156088923
10,Thursday,West Village,15.333333333333334,26928.553333333333,31410.09476247803
10,Thursday,Yorkville,9.666666666666666,16976.696666666667,20449.2351756049
10,Thursday,park-cemetery-etc-Manhattan,6.0,10537.26,10985.265631480592
10,Tuesday,Airport,12.0,21074.52,20928.276333017595
10,Tuesday,Astoria,3.0,5268.63,2758.327943458561
10,Tuesday,Battery Park City-Lower Manhattan,11.0,19318.31,16728.23819609649
10,Tuesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2384.159161874916
10,Tuesday,Central Harlem South,2.0,3512.42,3192.736389739924
10,Tuesday,Chinatown,7.0,12293.470000000001,10473.347921909755
10,Tuesday,Clinton,15.333333333333334,26928.553333333333,24695.992566887504
10,Tuesday,Clinton Hill,1.0,1756.21,2065.2328747279225
10,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3058.9592833900665
10,Tuesday,East Harlem North,1.0,1756.21,3073.142339669328
10,Tuesday,East Harlem South,4.0,7024.84,5556.104944135012
10,Tuesday,East Village,12.833333333333334,22538.028333333335,18906.969897031813
10,Tuesday,Forest Hills,1.0,1756.21,1965.6226616786848
10,Tuesday,Fort Greene,1.0,1756.21,2149.597859954612
10,Tuesday,Gramercy,8.0,14049.68,17914.886197942622
10,Tuesday,Hamilton Heights,1.0,1756.21,2074.359221619785
10,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,18.15,31875.211499999998,34003.29197908102
10,Tuesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3308.7253895378285
10,Tuesday,Lenox Hill-Roosevelt Island,13.0,22830.73,23069.932075962948
10,Tuesday,Lincoln Square,13.666666666666666,24001.536666666667,22389.15910786227
10,Tuesday,Lower East Side,1.0,1756.21,4731.750395644057
10,Tuesday,Manhattanville,1.0,1756.21,2085.930736500085
10,Tuesday,Midtown-Midtown South,30.533333333333335,53622.94533333334,46275.150537946814
10,Tuesday,Morningside Heights,3.0,5268.63,9194.45230964473
10,Tuesday,Murray Hill-Kips Bay,16.4,28801.843999999997,26003.35842932329
10,Tuesday,North Side-South Side,3.0,5268.63,3826.806534736504
10,Tuesday,Queensbridge-Ravenswood-Long Island City,3.0,5268.63,2820.789677103553
10,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,17.333333333333332,30440.97333333333,26827.50489793977
10,Tuesday,Stuyvesant Town-Cooper Village,2.0,3512.42,3403.7598991340583
10,Tuesday,Turtle Bay-East Midtown,15.0,26343.15,29641.98464267224
10,Tuesday,Upper East Side-Carnegie Hill,17.78333333333333,31231.26783333333,29262.65685024931
10,Tuesday,Upper West Side,10.5,18440.205,24883.619079935288
10,Tuesday,Washington Heights South,2.0,3512.42,2004.4397253931995
10,Tuesday,West Village,14.666666666666666,25757.746666666666,28988.648223855627
10,Tuesday,Yorkville,11.5,20196.415,18544.81423568124
10,Tuesday,park-cemetery-etc-Manhattan,10.0,17562.1,11513.227844651616
10,Wednesday,Airport,10.0,17562.1,20426.67145850837
10,Wednesday,Astoria,2.0,3512.42,2709.6358380939505
10,Wednesday,Battery Park City-Lower Manhattan,2.0,3512.42,17133.84223319311
10,Wednesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2843.799131349459
10,Wednesday,Bushwick South,1.0,1756.21,2059.5607814945647
10,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2793.444502766018
10,Wednesday,Central Harlem South,2.0,3512.42,3328.2387098940794
10,Wednesday,Chinatown,6.0,10537.26,12816.564336786496
10,Wednesday,Clinton,13.0,22830.73,24672.238452322952
10,Wednesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3428.5246052657644
10,Wednesday,East Harlem North,4.0,7024.84,3521.987015395769
10,Wednesday,East Harlem South,4.0,7024.84,6029.77887086779
10,Wednesday,East Village,9.0,15805.89,19176.59623385605
10,Wednesday,Fort Greene,1.0,1756.21,2492.153288086917
10,Wednesday,Gramercy,9.5,16683.995,18296.196560220225
10,Wednesday,Hamilton Heights,2.0,3512.42,2192.966283559905
10,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,21.2,37231.652,34598.17903081864
10,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3601.440056126712
10,Wednesday,Lenox Hill-Roosevelt Island,9.2,16157.132,22794.37715617667
10,Wednesday,Lincoln Square,10.5,18440.205,22411.195019382874
10,Wednesday,Lower East Side,4.0,7024.84,4485.516376275783
10,Wednesday,Manhattanville,1.0,1756.21,1973.661674408447
10,Wednesday,Midtown-Midtown South,28.083333333333332,49320.230833333335,46216.101413075856
10,Wednesday,Morningside Heights,3.0,5268.63,9377.002612637416
10,Wednesday,Murray Hill-Kips Bay,19.833333333333332,34831.49833333333,25970.400195810784
10,Wednesday,North Side-South Side,1.0,1756.21,4095.3373143112326
10,Wednesday,Old Astoria,1.0,1756.21,2032.0527576380475
10,Wednesday,Park Slope-Gowanus,1.0,1756.21,2366.710207126408
10,Wednesday,Queensbridge-Ravenswood-Long Island City,4.0,7024.84,2967.073879828184
10,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,15.5,27221.255,26350.29141200818
10,Wednesday,Stuyvesant Town-Cooper Village,2.0,3512.42,3521.925113924981
10,Wednesday,Turtle Bay-East Midtown,19.416666666666668,34099.74416666667,29811.173608282814
10,Wednesday,Upper East Side-Carnegie Hill,14.866666666666667,26108.988666666668,28713.198999716504
10,Wednesday,Upper West Side,13.083333333333334,22977.080833333333,25732.781900377227
10,Wednesday,West Village,19.333333333333332,33953.39333333333,30162.452331067736
10,Wednesday,Woodside,1.0,1756.21,1990.8979284876095
10,Wednesday,Yorkville,12.0,21074.52,19743.948691442805
10,Wednesday,park-cemetery-etc-Manhattan,5.0,8781.05,11042.249928156536
11,Friday,Airport,16.5,28977.465,20985.39355433365
11,Friday,Astoria,1.0,1756.21,3133.945795459776
11,Friday,Battery Park City-Lower Manhattan,13.333333333333334,23416.133333333335,18534.137010195613
11,Friday,Brooklyn Heights-Cobble Hill,1.0,1756.21,3264.9831571916866
11,Friday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3009.06156014591
11,Friday,Central Harlem South,4.0,7024.84,3586.1975770192357
11,Friday,Chinatown,5.0,8781.05,14513.332182248418
11,Friday,Clinton,12.0,21074.52,26353.29069023109
11,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4036.9314772964976
11,Friday,East Harlem North,2.0,3512.42,3925.9547688990174
11,Friday,East Harlem South,3.0,5268.63,6449.052868722225
11,Friday,East Village,9.0,15805.89,22064.499122871603
11,Friday,Gramercy,11.0,19318.31,20899.148746681505
11,Friday,Greenpoint,1.0,1756.21,2437.4547861513947
11,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,24.2,42500.282,37493.5529527066
11,Friday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,4256.4240090286285
11,Friday,Jackson Heights,1.0,1756.21,2341.2638623254697
11,Friday,Lenox Hill-Roosevelt Island,14.0,24586.940000000002,25140.995067099266
11,Friday,Lincoln Square,10.5,18440.205,23856.64703831031
11,Friday,Lower East Side,4.0,7024.84,5642.036984771204
11,Friday,Manhattanville,1.0,1756.21,2321.30046476114
11,Friday,Midtown-Midtown South,26.035714285714285,45724.18178571428,46530.30075228405
11,Friday,Morningside Heights,8.0,14049.68,10791.352734489696
11,Friday,Murray Hill-Kips Bay,17.333333333333332,30440.97333333333,27478.16192994365
11,Friday,North Side-South Side,4.0,7024.84,4953.014588542905
11,Friday,Ocean Hill,1.0,1756.21,2056.676205905967
11,Friday,Park Slope-Gowanus,3.0,5268.63,2830.4057379499664
11,Friday,Prospect Heights,2.0,3512.42,2520.645006411433
11,Friday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,3045.0218751255134
11,Friday,SoHo-TriBeCa-Civic Center-Little Italy,19.833333333333332,34831.49833333333,28152.170408052392
11,Friday,Steinway,1.0,1756.21,2411.589034980634
11,Friday,Stuyvesant Town-Cooper Village,5.0,8781.05,4710.355050462574
11,Friday,Sunset Park West,1.0,1756.21,2035.336747909109
11,Friday,Turtle Bay-East Midtown,16.366666666666667,28743.303666666667,31533.165090841623
11,Friday,Upper East Side-Carnegie Hill,17.366666666666667,30499.51366666667,29554.740066071645
11,Friday,Upper West Side,15.5,27221.255,26499.921048244218
11,Friday,Washington Heights South,1.0,1756.21,2221.239374779228
11,Friday,West Village,17.5,30733.675,32924.26697917257
11,Friday,Woodside,1.0,1756.21,2082.2016120501967
11,Friday,Yorkville,11.0,19318.31,22134.60007589597
11,Friday,park-cemetery-etc-Manhattan,5.0,8781.05,11580.087627525576
11,Monday,Airport,13.0,22830.73,22414.696234414565
11,Monday,Battery Park City-Lower Manhattan,12.0,21074.52,16356.75137818869
11,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2780.4927654370235
11,Monday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,2608.9422291502347
11,Monday,Chinatown,7.0,12293.470000000001,10013.215709369171
11,Monday,Clinton,13.0,22830.73,23264.508977558387
11,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3163.634257571154
11,Monday,East Harlem North,3.0,5268.63,3217.278208265884
11,Monday,East Harlem South,3.0,5268.63,5900.726247637323
11,Monday,East Village,11.0,19318.31,17651.17790844423
11,Monday,Flushing,2.0,3512.42,2160.2938932641405
11,Monday,Fort Greene,1.0,1756.21,2155.9571948309317
11,Monday,Gramercy,11.0,19318.31,17773.74957062002
11,Monday,Greenpoint,1.0,1756.21,1974.422342762233
11,Monday,Hamilton Heights,1.0,1756.21,2061.963220636464
11,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,15.0,26343.15,32395.67798496648
11,Monday,Lenox Hill-Roosevelt Island,10.0,17562.1,22395.750139097243
11,Monday,Lincoln Square,13.0,22830.73,21366.1777008928
11,Monday,Lower East Side,3.0,5268.63,4723.361095921382
11,Monday,Midtown-Midtown South,31.316666666666666,54998.64316666667,45519.59312973907
11,Monday,Morningside Heights,9.0,15805.89,9209.096476622415
11,Monday,Murray Hill-Kips Bay,12.666666666666666,22245.326666666668,23237.877694513973
11,Monday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2493.0903425950182
11,Monday,SoHo-TriBeCa-Civic Center-Little Italy,11.0,19318.31,24554.93556847672
11,Monday,Steinway,1.0,1756.21,2082.753187054177
11,Monday,Stuyvesant Town-Cooper Village,2.0,3512.42,3815.215619313408
11,Monday,Turtle Bay-East Midtown,20.083333333333332,35270.550833333335,29649.62172336448
11,Monday,Upper East Side-Carnegie Hill,17.666666666666668,31026.37666666667,27462.1479679866
11,Monday,Upper West Side,13.833333333333334,24294.238333333335,23176.945771336643
11,Monday,West Village,19.15,33631.4215,29706.285967833363
11,Monday,Yorkville,9.833333333333334,17269.398333333334,17984.34803136385
11,Monday,park-cemetery-etc-Manhattan,4.0,7024.84,9270.73458809647
11,Saturday,Airport,7.25,12732.522500000001,18647.55264496431
11,Saturday,Astoria,1.0,1756.21,3242.1349604678544
11,Saturday,Battery Park City-Lower Manhattan,10.0,17562.1,18164.48923687062
11,Saturday,Brooklyn Heights-Cobble Hill,1.0,1756.21,3245.6819482290266
11,Saturday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3183.0684367358185
11,Saturday,Central Harlem South,1.0,1756.21,4168.696501243365
11,Saturday,Chinatown,12.0,21074.52,17366.68171273619
11,Saturday,Clinton,15.5,27221.255,26876.11025378819
11,Saturday,Clinton Hill,1.0,1756.21,2740.092512880247
11,Saturday,Crown Heights North,1.0,1756.21,1937.7724658806892
11,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4069.5169767908296
11,Saturday,East Harlem North,1.0,1756.21,3838.6227267674417
11,Saturday,East Harlem South,6.0,10537.26,6054.654210251464
11,Saturday,East Village,14.166666666666666,24879.641666666666,24082.17389325864
11,Saturday,East Williamsburg,2.0,3512.42,2713.569271094554
11,Saturday,Gramercy,10.5,18440.205,21511.97600373188
11,Saturday,Hamilton Heights,2.0,3512.42,2370.8267612433483
11,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,22.816666666666666,40070.858166666665,36306.17559291278
11,Saturday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,4847.247571923385
11,Saturday,Lenox Hill-Roosevelt Island,17.0,29855.57,24147.744401178246
11,Saturday,Lincoln Square,11.333333333333334,19903.713333333333,23368.41902941177
11,Saturday,Lower East Side,5.0,8781.05,7786.925059474581
11,Saturday,Manhattanville,2.0,3512.42,2245.643949754754
11,Saturday,Midtown-Midtown South,22.333333333333332,39222.02333333333,44664.20590244401
11,Saturday,Morningside Heights,7.0,12293.470000000001,10056.83084590879
11,Saturday,Murray Hill-Kips Bay,14.25,25025.9925,27027.336687795952
11,Saturday,North Side-South Side,5.0,8781.05,6679.346814264008
11,Saturday,Park Slope-Gowanus,2.0,3512.42,3242.5384340482938
11,Saturday,Prospect Heights,1.0,1756.21,2185.0252073030138
11,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2922.318518145667
11,Saturday,Ridgewood,1.0,1756.21,2011.338771532489
11,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,10.583333333333334,18586.555833333336,27332.54836489557
11,Saturday,South Jamaica,1.0,1756.21,1997.7868318752317
11,Saturday,Steinway,1.0,1756.21,2478.494983484289
11,Saturday,Stuyvesant Town-Cooper Village,2.0,3512.42,5143.243314027353
11,Saturday,Sunset Park West,1.0,1756.21,2007.6705459032864
11,Saturday,Turtle Bay-East Midtown,16.25,28538.412500000002,30300.470954225068
11,Saturday,Upper East Side-Carnegie Hill,16.25,28538.412500000002,28352.85274144054
11,Saturday,Upper West Side,15.0,26343.15,26757.939492496727
11,Saturday,Washington Heights South,1.0,1756.21,2220.560832705204
11,Saturday,West Village,22.583333333333332,39661.07583333333,32695.387517262832
11,Saturday,Yorkville,16.0,28099.36,22117.927748229347
11,Saturday,park-cemetery-etc-Brooklyn,1.0,1756.21,2094.1670351721864
11,Saturday,park-cemetery-etc-Manhattan,6.0,10537.26,11353.258182785634
11,Sunday,Airport,9.833333333333334,17269.398333333334,20394.01167555582
11,Sunday,Astoria,1.0,1756.21,3285.390296216665
11,Sunday,Battery Park City-Lower Manhattan,8.5,14927.785,16178.29219341459
11,Sunday,Bedford,1.0,1756.21,2149.666732159405
11,Sunday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3164.268780863665
11,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,2135.3098076837714
11,Sunday,Central Harlem South,3.0,5268.63,3625.080728837707
11,Sunday,Chinatown,9.0,15805.89,15462.37947045731
11,Sunday,Clinton,19.5,34246.095,25486.49384226087
11,Sunday,Clinton Hill,2.0,3512.42,2653.224519732908
11,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4016.896523569365
11,Sunday,Dyker Heights,1.0,1756.21,1968.0868818670613
11,Sunday,East Elmhurst,1.0,1756.21,2028.1016560488044
11,Sunday,East Harlem North,1.0,1756.21,3579.215605141191
11,Sunday,East Harlem South,1.0,1756.21,5836.581599009233
11,Sunday,East Village,13.833333333333334,24294.238333333335,23339.444483031337
11,Sunday,East Williamsburg,1.0,1756.21,2376.001105077979
11,Sunday,Elmhurst,1.0,1756.21,2042.055123722939
11,Sunday,Fort Greene,1.0,1756.21,2455.750962499278
11,Sunday,Gramercy,11.5,20196.415,19258.437543233984
11,Sunday,Greenpoint,1.0,1756.21,2637.5192497773187
11,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,22.566666666666666,39631.80566666667,34596.9455768022
11,Sunday,Hunters Point-Sunnyside-West Maspeth,7.0,12293.470000000001,4308.046956868323
11,Sunday,Jackson Heights,1.0,1756.21,2232.816305257892
11,Sunday,Lenox Hill-Roosevelt Island,8.25,14488.7325,22581.11723166273
11,Sunday,Lincoln Square,11.5,20196.415,21395.544297710905
11,Sunday,Lower East Side,5.0,8781.05,6532.03003247495
11,Sunday,Midtown-Midtown South,28.133333333333333,49408.041333333334,43689.76926186288
11,Sunday,Morningside Heights,9.0,15805.89,9441.627293041738
11,Sunday,Murray Hill-Kips Bay,17.0,29855.57,25759.361264664152
11,Sunday,North Side-South Side,3.0,5268.63,6557.574614469017
11,Sunday,Old Astoria,1.0,1756.21,2308.13352170417
11,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,15.0,26343.15,26886.15402234173
11,Sunday,Stuyvesant Heights,1.0,1756.21,1924.7390650665595
11,Sunday,Stuyvesant Town-Cooper Village,5.0,8781.05,4810.231545348336
11,Sunday,Turtle Bay-East Midtown,14.0,24586.940000000002,28500.613619857013
11,Sunday,University Heights-Morris Heights,1.0,1756.21,2029.5316684327097
11,Sunday,Upper East Side-Carnegie Hill,16.0,28099.36,26079.66392382748
11,Sunday,Upper West Side,10.0,17562.1,25209.51813635087
