week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,drivers_needed,drivers_needed_pred
17,Saturday,Stuyvesant Town-Cooper Village,4.0,7024.84,644,498.36217208086623
17,Saturday,Sunset Park West,1.0,1756.21,161,208.1872296066113
17,Saturday,Turtle Bay-East Midtown,14.0,24586.940000000002,2256,2797.013504192169
17,Saturday,Upper East Side-Carnegie Hill,14.833333333333334,26050.448333333334,2390,2694.9430016919414
17,Saturday,Upper West Side,18.5,32489.885000000002,2981,2672.154294195631
17,Saturday,Washington Heights South,1.0,1756.21,161,226.0993715856747
17,Saturday,West Village,16.383333333333333,28772.573833333332,2640,3023.394869096749
17,Saturday,Woodside,1.0,1756.21,161,221.3454600000379
17,Saturday,Yorkville,8.0,14049.68,1289,2127.881461864538
17,Saturday,park-cemetery-etc-Manhattan,8.0,14049.68,1289,1192.3422591447247
17,Sunday,Airport,14.5,25465.045000000002,2336,2089.693823616044
17,Sunday,Astoria,2.0,3512.42,322,323.88690550827505
17,Sunday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1628.97263762478
17,Sunday,Brooklyn Heights-Cobble Hill,4.0,7024.84,644,343.08898057548737
17,Sunday,Bushwick South,1.0,1756.21,161,201.9329202059766
17,Sunday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,308.89366632412964
17,Sunday,Central Harlem South,1.0,1756.21,161,317.1653309523427
17,Sunday,Chinatown,12.0,21074.52,1933,1451.5648691755323
17,Sunday,Clinton,18.0,31611.78,2900,2375.8861812690893
17,Sunday,Crown Heights North,1.0,1756.21,161,182.19396864902723
17,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,465.1209394508536
17,Sunday,East Harlem North,1.0,1756.21,161,329.2163185719584
17,Sunday,East Harlem South,3.0,5268.63,483,571.8409268015878
17,Sunday,East Village,7.0,12293.470000000001,1128,2199.6927468404547
17,Sunday,Fort Greene,1.0,1756.21,161,236.6775670506318
17,Sunday,Gramercy,12.5,21952.625,2014,1945.165234279389
17,Sunday,Greenpoint,3.0,5268.63,483,281.29565434613704
17,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,15.116666666666667,26548.04116666667,2436,3043.939099386182
17,Sunday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,350.99193569844897
17,Sunday,Lenox Hill-Roosevelt Island,16.0,28099.36,2578,2186.8843540332123
17,Sunday,Lincoln Square,10.5,18440.205,1692,2059.4495532196406
17,Sunday,Lower East Side,4.0,7024.84,644,571.5336682032357
17,Sunday,Manhattanville,2.0,3512.42,322,224.88686240090712
17,Sunday,Midtown-Midtown South,24.25,42588.0925,3907,3976.839229552423
17,Sunday,Morningside Heights,9.0,15805.89,1450,823.8622531649104
17,Sunday,Murray Hill-Kips Bay,13.666666666666666,24001.536666666667,2202,2409.107997791281
17,Sunday,North Side-South Side,2.0,3512.42,322,567.8380729989045
17,Sunday,Park Slope-Gowanus,1.0,1756.21,161,288.9905337758992
17,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,13.083333333333334,22977.080833333333,2108,2468.809299209365
17,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,447.4849669413552
17,Sunday,Turtle Bay-East Midtown,18.5,32489.885000000002,2981,2630.3344017728364
17,Sunday,Upper East Side-Carnegie Hill,14.166666666666668,24879.64166666667,2283,2457.376324642752
17,Sunday,Upper West Side,19.333333333333332,33953.39333333333,3115,2508.8364172609504
17,Sunday,Washington Heights North,1.0,1756.21,161,182.15022189980604
17,Sunday,Washington Heights South,2.0,3512.42,322,218.4194054354616
17,Sunday,West Village,14.5,25465.045000000002,2336,2914.1894280795827
17,Sunday,Yorkville,12.5,21952.625,2014,1877.653274398628
17,Sunday,park-cemetery-etc-Manhattan,8.5,14927.785,1370,1041.1302984818897
17,Thursday,Airport,8.0,14049.68,1289,2122.629713733306
17,Thursday,Astoria,2.0,3512.42,322,249.7029168230483
17,Thursday,Battery Park City-Lower Manhattan,11.75,20635.4675,1893,1789.6654890940215
17,Thursday,Brooklyn Heights-Cobble Hill,2.0,3512.42,322,282.58159895747593
17,Thursday,Bushwick North,1.0,1756.21,161,186.73566823309548
17,Thursday,Central Harlem South,1.0,1756.21,161,255.13781520627967
17,Thursday,Chinatown,6.0,10537.26,967,1238.7047430758091
17,Thursday,Clinton,11.0,19318.31,1772,2361.473990450665
17,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,375.4731365400509
17,Thursday,East Harlem North,3.0,5268.63,483,318.62791162939226
17,Thursday,East Harlem South,4.0,7024.84,644,618.7450788157275
17,Thursday,East Village,11.5,20196.415,1853,1990.8865611478025
17,Thursday,Gramercy,16.0,28099.36,2578,1979.23653651572
17,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,12.833333333333334,22538.028333333335,2068,3272.8950796948216
17,Thursday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,292.3408485320147
17,Thursday,Kew Gardens,1.0,1756.21,161,167.52957608079882
17,Thursday,Lenox Hill-Roosevelt Island,21.0,36880.41,3384,2294.1410976912707
17,Thursday,Lincoln Square,13.0,22830.73,2095,2246.55503931568
17,Thursday,Lower East Side,1.0,1756.21,161,422.0496984049158
17,Thursday,Midtown-Midtown South,28.080952380952382,49316.04938095238,4524,4334.250181334269
17,Thursday,Morningside Heights,4.0,7024.84,644,859.27133959851
17,Thursday,Mott Haven-Port Morris,1.0,1756.21,161,163.31206496837288
17,Thursday,Murray Hill-Kips Bay,14.0,24586.940000000002,2256,2626.3456385348954
17,Thursday,North Side-South Side,1.0,1756.21,161,385.1588140816397
17,Thursday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,234.84028662895585
17,Thursday,Rego Park,1.0,1756.21,161,171.70481907613302
17,Thursday,Richmond Hill,1.0,1756.21,161,179.56837980932644
17,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,10.75,18879.2575,1732,2530.5890001253574
17,Thursday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,380.03998453072455
17,Thursday,Turtle Bay-East Midtown,19.75,34685.1475,3182,2929.396375589799
17,Thursday,Upper East Side-Carnegie Hill,15.833333333333334,27806.658333333336,2551,2848.676451692057
17,Thursday,Upper West Side,14.5,25465.045000000002,2336,2599.308858578485
17,Thursday,Washington Heights South,1.0,1756.21,161,181.7034890729014
17,Thursday,West Village,20.8,36529.168000000005,3351,2992.048138686952
17,Thursday,Yorkville,13.25,23269.7825,2135,2032.191637592792
17,Thursday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1121.4182928836751
17,Tuesday,Airport,13.0,22830.73,2095,2195.869067217301
17,Tuesday,Astoria,1.0,1756.21,161,243.45066285796452
17,Tuesday,Battery Park City-Lower Manhattan,9.5,16683.995,1531,1684.601448727498
17,Tuesday,Brooklyn Heights-Cobble Hill,4.0,7024.84,644,299.98753832412075
17,Tuesday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,224.1518867920964
17,Tuesday,Chinatown,7.0,12293.470000000001,1128,987.9067177365156
17,Tuesday,Clinton,11.333333333333334,19903.713333333333,1826,2326.416988915897
17,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,483,356.67294252788446
17,Tuesday,East Harlem South,3.0,5268.63,483,563.1046551112922
17,Tuesday,East Village,9.0,15805.89,1450,1810.945186639646
17,Tuesday,Fort Greene,1.0,1756.21,161,199.15778562005107
17,Tuesday,Gramercy,11.5,20196.415,1853,1809.1712850474248
17,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,17.0,29855.57,2739,3092.7195690849444
17,Tuesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,268.3445494398512
17,Tuesday,Jackson Heights,2.0,3512.42,322,193.98015033436457
17,Tuesday,Lenox Hill-Roosevelt Island,10.333333333333334,18147.503333333334,1665,2265.143391528291
17,Tuesday,Lincoln Square,15.0,26343.15,2417,2136.356453736886
17,Tuesday,Lower East Side,1.0,1756.21,161,396.6418892371647
17,Tuesday,Manhattanville,1.0,1756.21,161,197.05507804837444
17,Tuesday,Maspeth,1.0,1756.21,161,165.21585147539207
17,Tuesday,Midtown-Midtown South,27.233333333333334,47827.452333333335,4388,4285.849977778443
17,Tuesday,Morningside Heights,5.0,8781.05,806,829.760002570818
17,Tuesday,Murray Hill-Kips Bay,18.0,31611.78,2900,2461.7129437346803
17,Tuesday,North Side-South Side,1.0,1756.21,161,316.48672846420226
17,Tuesday,Park Slope-Gowanus,1.0,1756.21,161,198.4014594361445
17,Tuesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,211.2582979132016
17,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,18.0,31611.78,2900,2470.294951444495
17,Tuesday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,319.0550480145223
17,Tuesday,Turtle Bay-East Midtown,15.833333333333334,27806.658333333336,2551,2862.6707888358064
17,Tuesday,Upper East Side-Carnegie Hill,21.833333333333332,38343.918333333335,3518,2816.860955666319
17,Tuesday,Upper West Side,12.0,21074.52,1933,2448.179476861374
17,Tuesday,Washington Heights South,1.0,1756.21,161,171.8410531064579
17,Tuesday,West Village,20.0,35124.2,3222,2741.8462359795976
17,Tuesday,Yorkville,9.0,15805.89,1450,1794.30735732246
17,Tuesday,park-cemetery-etc-Manhattan,10.5,18440.205,1692,1176.9642761726973
17,Tuesday,park-cemetery-etc-Queens,1.0,1756.21,161,171.06769458059907
17,Wednesday,Airport,18.4,32314.264,2965,2176.7228001275
17,Wednesday,Battery Park City-Lower Manhattan,8.5,14927.785,1370,1778.8300314855364
17,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,275.71338326100545
17,Wednesday,Central Harlem North-Polo Grounds,2.0,3512.42,322,238.3954421095665
17,Wednesday,Central Harlem South,2.0,3512.42,322,281.5075711982892
17,Wednesday,Chinatown,6.0,10537.26,967,1186.9623207768702
17,Wednesday,Clinton,16.0,28099.36,2578,2383.077346544788
17,Wednesday,East Concourse-Concourse Village,1.0,1756.21,161,177.98277835955946
17,Wednesday,East Harlem North,2.0,3512.42,322,329.27523349772395
17,Wednesday,East Harlem South,6.0,10537.26,967,618.4624933048186
17,Wednesday,East Village,10.0,17562.1,1611,1867.856802858864
17,Wednesday,East Williamsburg,1.0,1756.21,161,200.6147739010456
17,Wednesday,Gramercy,14.0,24586.940000000002,2256,1927.044698136003
17,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,21.5,37758.515,3464,3154.275198760851
17,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,314.4269783683606
17,Wednesday,Lenox Hill-Roosevelt Island,16.5,28977.465,2658,2261.321506085142
17,Wednesday,Lincoln Square,10.0,17562.1,1611,2183.8658874004664
17,Wednesday,Lower East Side,2.0,3512.42,322,395.3422255632661
17,Wednesday,Manhattanville,1.0,1756.21,161,204.1870821694964
17,Wednesday,Midtown-Midtown South,26.85,47154.23850000001,4326,4306.3792745772935
17,Wednesday,Morningside Heights,7.0,12293.470000000001,1128,858.5000929170182
17,Wednesday,Murray Hill-Kips Bay,14.833333333333334,26050.448333333334,2390,2467.8608323774965
17,Wednesday,North Side-South Side,1.0,1756.21,161,364.2992600711577
17,Wednesday,Park Slope-Gowanus,1.0,1756.21,161,227.71573254606676
17,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,12.333333333333334,21659.923333333336,1987,2463.827239479186
17,Wednesday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,352.1744521282526
17,Wednesday,Turtle Bay-East Midtown,19.833333333333332,34831.49833333333,3196,2912.795494455166
17,Wednesday,Upper East Side-Carnegie Hill,18.416666666666668,32343.534166666668,2967,2781.635472557772
17,Wednesday,Upper West Side,15.0,26343.15,2417,2570.932291837147
17,Wednesday,West Village,12.5,21952.625,2014,2852.007566369876
17,Wednesday,Yorkville,10.0,17562.1,1611,1924.46989663424
17,Wednesday,park-cemetery-etc-Manhattan,10.0,17562.1,1611,1160.540292113304
18,Friday,Airport,8.0,14049.68,1289,2105.7420669260127
18,Friday,Astoria,2.0,3512.42,322,311.7602265697587
18,Friday,Battery Park City-Lower Manhattan,7.5,13171.575,1208,1850.1512013602887
18,Friday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,312.9583952059167
18,Friday,Central Harlem South,1.0,1756.21,161,306.0373120925631
18,Friday,Chinatown,8.0,14049.68,1289,1386.1748049545224
18,Friday,Clinton,15.5,27221.255,2497,2511.922511074692
18,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,454.85312674529416
18,Friday,East Harlem North,1.0,1756.21,161,355.7690558616597
18,Friday,East Harlem South,5.0,8781.05,806,674.3681100381823
18,Friday,East Village,16.0,28099.36,2578,2191.1886160787367
18,Friday,Gramercy,7.0,12293.470000000001,1128,1983.893956017209
18,Friday,Greenpoint,1.0,1756.21,161,255.5946186809076
18,Friday,Hamilton Heights,1.0,1756.21,161,224.7030169808316
18,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,20.333333333333332,35709.60333333333,3276,3425.442567531593
18,Friday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,367.55947882666464
18,Friday,Lenox Hill-Roosevelt Island,13.833333333333334,24294.238333333335,2229,2404.39849030401
18,Friday,Lincoln Square,11.0,19318.31,1772,2287.899259634266
18,Friday,Lower East Side,4.0,7024.84,644,513.127272984181
18,Friday,Midtown-Midtown South,32.75,57515.8775,5277,4324.168112397787
18,Friday,Morningside Heights,6.0,10537.26,967,903.9256270786368
18,Friday,Murray Hill-Kips Bay,16.5,28977.465,2658,2608.2514802109627
18,Friday,North Side-South Side,1.0,1756.21,161,452.9861516709166
18,Friday,Ocean Parkway South,1.0,1756.21,161,186.09605480789924
18,Friday,Park Slope-Gowanus,1.0,1756.21,161,267.67937914539465
18,Friday,Pelham Parkway,1.0,1756.21,161,182.5346024197759
18,Friday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,250.028203799797
18,Friday,SoHo-TriBeCa-Civic Center-Little Italy,11.833333333333334,20781.818333333336,1907,2643.319196982389
18,Friday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,428.6552112368808
18,Friday,Turtle Bay-East Midtown,21.333333333333332,37465.81333333333,3437,2953.5130487500164
18,Friday,Upper East Side-Carnegie Hill,15.333333333333334,26928.553333333333,2471,2826.0428319353628
18,Friday,Upper West Side,15.583333333333334,27367.605833333335,2511,2653.209355943515
18,Friday,Washington Heights South,1.0,1756.21,161,199.755428199033
18,Friday,West Village,20.083333333333332,35270.550833333335,3236,3045.9535402079
18,Friday,Williamsburg,1.0,1756.21,161,183.91077593892336
18,Friday,Woodside,1.0,1756.21,161,198.84047655262427
18,Friday,Yorkville,18.0,31611.78,2900,2172.975512640005
18,Friday,park-cemetery-etc-Manhattan,6.0,10537.26,967,1138.8958046203336
18,Monday,Airport,17.0,29855.57,2739,2303.3240331719203
18,Monday,Astoria,1.0,1756.21,161,276.93531835022907
18,Monday,Battery Park City-Lower Manhattan,14.5,25465.045000000002,2336,1669.86715161119
18,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,277.2636115659181
18,Monday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,255.09552661120756
18,Monday,Chinatown,3.0,5268.63,483,954.0993250356936
18,Monday,Clinton,15.0,26343.15,2417,2240.365027813441
18,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.0,7024.84,644,385.804350696285
18,Monday,East Harlem North,2.0,3512.42,322,300.3318923270388
18,Monday,East Harlem South,5.0,8781.05,806,610.7100374904559
18,Monday,East New York,1.0,1756.21,161,176.07133473511547
18,Monday,East New York (Pennsylvania Ave),1.0,1756.21,161,178.4129233130396
18,Monday,East Village,5.0,8781.05,806,1733.760525574637
18,Monday,East Williamsburg,1.0,1756.21,161,191.21254459538423
18,Monday,Forest Hills,1.0,1756.21,161,180.40401162733707
18,Monday,Fort Greene,2.0,3512.42,322,206.22970589658595
18,Monday,Gramercy,13.0,22830.73,2095,1745.4086103917343
18,Monday,Greenpoint,1.0,1756.21,161,220.4492028720737
18,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,23.25,40831.8825,3746,3054.462522944283
18,Monday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,322.7850589120279
18,Monday,Jackson Heights,1.0,1756.21,161,191.54191381225152
18,Monday,Lenox Hill-Roosevelt Island,13.5,23708.835,2175,2148.466153243786
18,Monday,Lincoln Square,12.0,21074.52,1933,2082.4314009712566
18,Monday,Lower East Side,3.0,5268.63,483,422.6527942154772
18,Monday,Midtown-Midtown South,24.016666666666666,42178.31016666666,3870,4216.4754960642695
18,Monday,Morningside Heights,4.0,7024.84,644,762.1376641442588
18,Monday,Murray Hill-Kips Bay,12.666666666666668,22245.326666666668,2041,2191.889286587773
18,Monday,North Side-South Side,2.0,3512.42,322,365.8902679087861
18,Monday,Park Slope-Gowanus,3.0,5268.63,483,235.2136109307023
18,Monday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,211.0153270199853
18,Monday,SoHo-TriBeCa-Civic Center-Little Italy,14.333333333333334,25172.343333333334,2309,2352.272444104415
18,Monday,Stuyvesant Heights,1.0,1756.21,161,172.93505899297915
18,Monday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,357.4056890568647
18,Monday,Turtle Bay-East Midtown,20.5,36002.305,3303,2794.0015557857537
18,Monday,Upper East Side-Carnegie Hill,13.333333333333334,23416.133333333335,2148,2609.5523511981723
18,Monday,Upper West Side,14.733333333333334,25874.827333333335,2374,2366.9231098580917
18,Monday,Washington Heights South,1.0,1756.21,161,173.74470576954317
18,Monday,West Village,15.916666666666666,27953.009166666667,2564,2729.126117133304
18,Monday,Yorkville,10.333333333333334,18147.503333333334,1665,1750.9966650299998
18,Monday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,1128,949.8301496575084
18,Saturday,Airport,10.0,17562.1,1611,1974.6102877946048
18,Saturday,Battery Park City-Lower Manhattan,14.25,25025.9925,2296,1861.7063664438092
18,Saturday,Brooklyn Heights-Cobble Hill,5.0,8781.05,806,346.807303982378
18,Saturday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,326.75355342932727
18,Saturday,Central Harlem South,3.0,5268.63,483,397.9078024733144
18,Saturday,Chinatown,13.0,22830.73,2095,1639.3659269107736
18,Saturday,Clinton,13.0,22830.73,2095,2591.3917007264213
18,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,503.5700046291146
18,Saturday,East Harlem North,3.0,5268.63,483,384.6861084139486
18,Saturday,East Harlem South,6.0,10537.26,967,647.6745980062288
18,Saturday,East Village,14.833333333333334,26050.448333333334,2390,2353.5466715016337
18,Saturday,East Williamsburg,1.0,1756.21,161,280.0470773817885
18,Saturday,Elmhurst-Maspeth,1.0,1756.21,161,238.5600888803182
18,Saturday,Flatbush,1.0,1756.21,161,214.078790473451
18,Saturday,Gramercy,12.25,21513.572500000002,1974,2073.7092238835094
18,Saturday,Greenpoint,4.0,7024.84,644,330.4981083692697
18,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,21.183333333333334,37202.38183333333,3413,3346.2981254735178
18,Saturday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,454.6682144493868
18,Saturday,Jackson Heights,1.0,1756.21,161,232.24033841137387
18,Saturday,Lenox Hill-Roosevelt Island,13.5,23708.835,2175,2302.903737170514
18,Saturday,Lincoln Square,13.5,23708.835,2175,2268.0602901626016
18,Saturday,Lower East Side,5.0,8781.05,806,743.3179227158536
18,Saturday,Midtown-Midtown South,25.583333333333332,44929.70583333333,4122,4186.205600168859
18,Saturday,Morningside Heights,3.0,5268.63,483,865.7824909392237
18,Saturday,Murray Hill-Kips Bay,19.833333333333332,34831.49833333333,3196,2593.1717907676475
18,Saturday,North Side-South Side,5.5,9659.155,886,654.6350898757044
18,Saturday,Prospect Heights,1.0,1756.21,161,232.04897672694224
18,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,275.9324815748895
18,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,18.0,31611.78,2900,2631.0096796788125
18,Saturday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,503.7446049164873
18,Saturday,Turtle Bay-East Midtown,18.833333333333332,33075.28833333333,3034,2869.689194604185
18,Saturday,Upper East Side-Carnegie Hill,17.5,30733.675,2820,2716.9287519968207
18,Saturday,Upper West Side,21.666666666666668,38051.21666666667,3491,2741.0987011877105
18,Saturday,West Concourse,1.0,1756.21,161,217.68551028591511
18,Saturday,West Village,13.583333333333334,23855.185833333337,2189,2995.643674308636
18,Saturday,Yorkville,12.5,21952.625,2014,2147.2409588154824
18,Saturday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1165.5050159139291
18,Saturday,park-cemetery-etc-Queens,1.0,1756.21,161,202.7061221109476
18,Sunday,Airport,13.333333333333334,23416.133333333335,2148,2141.64010147217
18,Sunday,Astoria,3.0,5268.63,483,343.74443742487483
18,Sunday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1669.1009515810913
18,Sunday,Bedford,1.0,1756.21,161,194.15398513770737
18,Sunday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,320.5340297969781
18,Sunday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,312.0046757205276
18,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,161,226.86748805956
18,Sunday,Central Harlem South,2.0,3512.42,322,322.22904514656
18,Sunday,Chinatown,10.5,18440.205,1692,1475.2945386953495
18,Sunday,Clinton,12.0,21074.52,1933,2409.78045667426
18,Sunday,Crown Heights North,1.0,1756.21,161,182.4191964172754
18,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,7.0,12293.470000000001,1128,474.9809661404819
18,Sunday,East Harlem North,1.0,1756.21,161,334.284472187401
18,Sunday,East Harlem South,4.0,7024.84,644,605.9636792019804
18,Sunday,East Village,14.0,24586.940000000002,2256,2246.4684084452883
18,Sunday,East Williamsburg,2.0,3512.42,322,230.1521155633044
18,Sunday,Fort Greene,1.0,1756.21,161,239.2115797661942
18,Sunday,Gramercy,12.0,21074.52,1933,1874.7975127111067
18,Sunday,Hamilton Heights,1.0,1756.21,161,203.88985635183312
18,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,17.916666666666668,31465.42916666667,2887,3159.0812000261126
18,Sunday,Hunters Point-Sunnyside-West Maspeth,5.0,8781.05,806,376.89993988651
18,Sunday,Lenox Hill-Roosevelt Island,13.0,22830.73,2095,2175.705525903633
18,Sunday,Lincoln Square,14.0,24586.940000000002,2256,2083.0104107698257
18,Sunday,Lower East Side,6.0,10537.26,967,609.1458379348901
18,Sunday,Manhattanville,2.0,3512.42,322,223.8707609759213
18,Sunday,Midtown-Midtown South,30.733333333333334,53974.187333333335,4952,4039.910765903729
18,Sunday,Midwood,1.0,1756.21,161,189.97094252195333
18,Sunday,Morningside Heights,5.0,8781.05,806,799.9629419631696
18,Sunday,Murray Hill-Kips Bay,18.833333333333332,33075.28833333333,3034,2421.771890515064
18,Sunday,North Side-South Side,3.0,5268.63,483,603.3712356618233
18,Sunday,Old Astoria,1.0,1756.21,161,266.761568917573
18,Sunday,Park Slope-Gowanus,2.0,3512.42,322,296.0596713941474
18,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,16.75,29416.5175,2699,2548.403035513737
18,Sunday,Steinway,2.0,3512.42,322,261.30909815001525
18,Sunday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,452.370000609027
18,Sunday,Turtle Bay-East Midtown,19.0,33367.99,3061,2701.561552878197
18,Sunday,Upper East Side-Carnegie Hill,12.2,21425.762,1966,2469.422418984441
18,Sunday,Upper West Side,11.5,20196.415,1853,2564.455272321856
18,Sunday,Washington Heights South,1.0,1756.21,161,213.9870593287513
18,Sunday,West Village,15.466666666666667,27162.714666666667,2492,2882.4188100226875
18,Sunday,Yorkville,9.0,15805.89,1450,1892.3542276454236
18,Sunday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1011.5726996698078
18,Thursday,Airport,17.833333333333332,31319.07833333333,2873,2218.4124259557493
18,Thursday,Battery Park City-Lower Manhattan,11.0,19318.31,1772,1865.012304186469
18,Thursday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,291.8568980307115
18,Thursday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,483,287.2493171185636
18,Thursday,Central Harlem South,1.0,1756.21,161,291.3093339384951
18,Thursday,Chinatown,9.5,16683.995,1531,1302.645970022622
18,Thursday,Clinton,17.416666666666668,30587.32416666667,2806,2452.444823219857
18,Thursday,Clinton Hill,1.0,1756.21,161,192.0523842800111
18,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,483,418.2973201320163
18,Thursday,East Harlem North,4.0,7024.84,644,357.05064612504697
18,Thursday,East Harlem South,4.0,7024.84,644,683.0322286139698
18,Thursday,East Village,14.5,25465.045000000002,2336,2070.138115466049
18,Thursday,Elmhurst,1.0,1756.21,161,206.40603636614165
18,Thursday,Fort Greene,1.0,1756.21,161,252.44031042222005
18,Thursday,Gramercy,10.833333333333334,19025.608333333334,1745,1934.1563666091936
18,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,26.833333333333332,47124.96833333333,4323,3412.259976074066
18,Thursday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,347.1906689580939
18,Thursday,Jackson Heights,1.0,1756.21,161,227.83592434497268
18,Thursday,Lenox Hill-Roosevelt Island,14.0,24586.940000000002,2256,2311.472341793122
18,Thursday,Lincoln Square,15.5,27221.255,2497,2306.1867280439715
18,Thursday,Lower East Side,1.0,1756.21,161,488.0195605481687
18,Thursday,Manhattanville,1.0,1756.21,161,227.76223791170003
18,Thursday,Maspeth,1.0,1756.21,161,194.7894709479774
18,Thursday,Midtown-Midtown South,31.738095238095237,55738.76023809524,5114,4421.887042838354
18,Thursday,Morningside Heights,5.0,8781.05,806,874.8864942676612
18,Thursday,Mott Haven-Port Morris,1.0,1756.21,161,196.99958341758483
18,Thursday,Murray Hill-Kips Bay,17.333333333333332,30440.97333333333,2793,2673.609677034182
18,Thursday,North Side-South Side,3.0,5268.63,483,456.9962378152706
18,Thursday,Old Astoria,1.0,1756.21,161,267.34311687952413
18,Thursday,Park Slope-Gowanus,2.0,3512.42,322,261.9802846838052
18,Thursday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,264.68533464619685
18,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,15.333333333333334,26928.553333333333,2471,2658.642370573934
18,Thursday,Steinway,3.0,5268.63,483,270.15540492784754
18,Thursday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,415.7609395105544
18,Thursday,Turtle Bay-East Midtown,14.0,24586.940000000002,2256,3019.538263821635
18,Thursday,Upper East Side-Carnegie Hill,15.683333333333334,27543.226833333334,2527,2903.269755275421
18,Thursday,Upper West Side,20.0,35124.2,3222,2698.3343633643985
18,Thursday,West Village,20.333333333333332,35709.60333333333,3276,3003.5787170452763
18,Thursday,Yorkville,16.5,28977.465,2658,2075.5409148418166
18,Thursday,park-cemetery-etc-Manhattan,6.0,10537.26,967,1138.757801404341
18,Tuesday,Airport,16.5,28977.465,2658,2236.1536383443854
18,Tuesday,Battery Park City-Lower Manhattan,10.0,17562.1,1611,1714.6997010047098
18,Tuesday,Bedford,1.0,1756.21,161,144.14024231420882
18,Tuesday,Brooklyn Heights-Cobble Hill,2.0,3512.42,322,263.372189776224
