week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,drivers_needed,drivers_needed_pred
43,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,15.0,26343.15,2417,2517.955353071666
43,Sunday,Spuyten Duyvil-Kingsbridge,1.0,1756.21,161,183.45059368569628
43,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,392.3664719349967
43,Sunday,Turtle Bay-East Midtown,14.833333333333334,26050.448333333334,2390,2577.17439393428
43,Sunday,Upper East Side-Carnegie Hill,10.866666666666667,19084.148666666668,1751,2422.51765024453
43,Sunday,Upper West Side,15.083333333333334,26489.500833333335,2430,2268.0311719798133
43,Sunday,Washington Heights South,2.0,3512.42,322,236.09021389917112
43,Sunday,West Village,19.0,33367.99,3061,2831.6054306228216
43,Sunday,Yorkville,11.0,19318.31,1772,1621.494143233216
43,Sunday,park-cemetery-etc-Manhattan,6.0,10537.26,967,956.0876562437356
43,Thursday,Airport,15.0,26343.15,2417,2008.4509206812068
43,Thursday,Battery Park City-Lower Manhattan,10.0,17562.1,1611,1707.623200935342
43,Thursday,Brooklyn Heights-Cobble Hill,2.0,3512.42,322,218.53879440533927
43,Thursday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,261.8123301300322
43,Thursday,Chinatown,10.0,17562.1,1611,1070.0215118417786
43,Thursday,Clinton,16.333333333333332,28684.763333333332,2632,2256.9493361221294
43,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,344.1576414529569
43,Thursday,East Harlem South,3.0,5268.63,483,560.6287058083361
43,Thursday,East Tremont,1.0,1756.21,161,175.72081363628473
43,Thursday,East Village,5.0,8781.05,806,1764.7815852087308
43,Thursday,East Williamsburg,1.0,1756.21,161,179.66328720050714
43,Thursday,Flatlands,1.0,1756.21,161,174.99215415277877
43,Thursday,Fort Greene,1.0,1756.21,161,194.4342443886877
43,Thursday,Gramercy,9.0,15805.89,1450,1644.603279522153
43,Thursday,Hamilton Heights,1.0,1756.21,161,188.39008630371916
43,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,20.416666666666668,35855.95416666667,3290,3366.253264075737
43,Thursday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,360.82651191573433
43,Thursday,Lenox Hill-Roosevelt Island,14.583333333333332,25611.395833333332,2350,2060.147779786436
43,Thursday,Lincoln Square,10.0,17562.1,1611,2144.1013188395964
43,Thursday,Lower East Side,2.0,3512.42,322,401.9175999637456
43,Thursday,Midtown-Midtown South,25.933333333333334,45544.37933333334,4178,4313.169178427998
43,Thursday,Morningside Heights,2.0,3512.42,322,736.8928851783244
43,Thursday,Murray Hill-Kips Bay,11.833333333333334,20781.818333333336,1907,2380.544124886193
43,Thursday,North Side-South Side,1.0,1756.21,161,376.6698085024821
43,Thursday,Old Astoria,1.0,1756.21,161,192.76270574517176
43,Thursday,Park Slope-Gowanus,1.0,1756.21,161,210.51299891296028
43,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,15.733333333333333,27631.037333333334,2535,2566.675644279858
43,Thursday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,335.3006774781839
43,Thursday,Turtle Bay-East Midtown,18.533333333333335,32548.425333333336,2986,2920.106426351756
43,Thursday,Upper East Side-Carnegie Hill,17.666666666666668,31026.37666666667,2846,2864.503396058987
43,Thursday,Upper West Side,16.583333333333332,29123.81583333333,2672,2372.528433947493
43,Thursday,West Village,13.083333333333334,22977.080833333333,2108,2862.4419044845367
43,Thursday,Yorkville,12.0,21074.52,1933,1748.5623346759287
43,Thursday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1026.0474669809585
43,Thursday,park-cemetery-etc-Queens,1.0,1756.21,161,188.59818310998492
43,Tuesday,Airport,15.0,26343.15,2417,2052.9706348454984
43,Tuesday,Astoria,1.0,1756.21,161,237.02583366533617
43,Tuesday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1618.8952651033724
43,Tuesday,Bensonhurst West,1.0,1756.21,161,149.47421503781456
43,Tuesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,203.71015317743027
43,Tuesday,Central Harlem North-Polo Grounds,1.0,1756.21,161,164.78055068918087
43,Tuesday,Central Harlem South,1.0,1756.21,161,209.5483918137728
43,Tuesday,Chinatown,3.0,5268.63,483,827.5256497646824
43,Tuesday,Clinton,9.0,15805.89,1450,2184.386958923072
43,Tuesday,Co-op City,1.0,1756.21,161,165.72885680083007
43,Tuesday,East Harlem South,2.0,3512.42,322,470.3806189204248
43,Tuesday,East Village,11.5,20196.415,1853,1608.7715156308996
43,Tuesday,East Williamsburg,1.0,1756.21,161,155.38948990472016
43,Tuesday,Gramercy,8.0,14049.68,1289,1495.920513580511
43,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,18.083333333333332,31758.130833333333,2914,3206.3481852007744
43,Tuesday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,299.5878463698964
43,Tuesday,Lenox Hill-Roosevelt Island,9.0,15805.89,1450,1967.934703746216
43,Tuesday,Lincoln Square,10.0,17562.1,1611,2024.428578574331
43,Tuesday,Lower East Side,2.0,3512.42,322,349.23018745263715
43,Tuesday,Midtown-Midtown South,27.9,48998.259,4495,4273.691930018129
43,Tuesday,Morningside Heights,6.0,10537.26,967,680.5512330479545
43,Tuesday,Murray Hill-Kips Bay,16.0,28099.36,2578,2210.129555236037
43,Tuesday,North Side-South Side,3.0,5268.63,483,283.5566658081385
43,Tuesday,Old Astoria,1.0,1756.21,161,142.24427473085896
43,Tuesday,Park Slope-Gowanus,1.0,1756.21,161,158.66416032621612
43,Tuesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,188.486592745928
43,Tuesday,Rego Park,1.0,1756.21,161,140.09141601547398
43,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,17.5,30733.675,2820,2451.311951918024
43,Tuesday,Turtle Bay-East Midtown,19.5,34246.095,3142,2793.3488754504224
43,Tuesday,Upper East Side-Carnegie Hill,19.0,33367.99,3061,2771.762043936344
43,Tuesday,Upper West Side,13.5,23708.835,2175,2240.2226284554645
43,Tuesday,West Village,14.0,24586.940000000002,2256,2595.3735016097494
43,Tuesday,Yorkville,8.0,14049.68,1289,1481.401022670764
43,Tuesday,park-cemetery-etc-Manhattan,6.0,10537.26,967,1068.6905633045176
43,Wednesday,Airport,12.5,21952.625,2014,1978.2012840336488
43,Wednesday,Astoria,1.0,1756.21,161,225.81188480164516
43,Wednesday,Battery Park City-Lower Manhattan,5.0,8781.05,806,1629.755956035007
43,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,237.0898494143448
43,Wednesday,Central Harlem North-Polo Grounds,1.0,1756.21,161,153.5432155183025
43,Wednesday,Central Harlem South,1.0,1756.21,161,211.93854622669676
43,Wednesday,Chinatown,6.0,10537.26,967,1032.4182110371169
43,Wednesday,Clinton,16.166666666666668,28392.06166666667,2605,2225.9612598146364
43,Wednesday,Corona,1.0,1756.21,161,150.3910693972532
43,Wednesday,East Harlem South,2.0,3512.42,322,504.22972426724925
43,Wednesday,East Village,10.0,17562.1,1611,1643.2168801261594
43,Wednesday,East Williamsburg,1.0,1756.21,161,146.8332297082328
43,Wednesday,Forest Hills,1.0,1756.21,161,144.8101181395031
43,Wednesday,Gramercy,13.0,22830.73,2095,1564.3831504991604
43,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,17.916666666666668,31465.42916666667,2887,3222.705514239828
43,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,320.1353948194684
43,Wednesday,Jackson Heights,1.0,1756.21,161,147.97044303550896
43,Wednesday,Lenox Hill-Roosevelt Island,13.5,23708.835,2175,1983.2029948037175
43,Wednesday,Lincoln Square,10.0,17562.1,1611,2037.6717720564889
43,Wednesday,Lower East Side,3.0,5268.63,483,330.4301001849732
43,Wednesday,Manhattanville,1.0,1756.21,161,147.2315793624622
43,Wednesday,Midtown-Midtown South,28.316666666666666,49730.013166666664,4562,4270.990503231596
43,Wednesday,Morningside Heights,3.0,5268.63,483,677.5499221251781
43,Wednesday,Murray Hill-Kips Bay,13.5,23708.835,2175,2177.402244596714
43,Wednesday,North Side-South Side,4.0,7024.84,644,312.53785813608863
43,Wednesday,Park Slope-Gowanus,1.0,1756.21,161,163.69693662586167
43,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,12.0,21074.52,1933,2422.5877598273737
43,Wednesday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,259.6098306700721
43,Wednesday,Sunset Park West,1.0,1756.21,161,147.8555379891919
43,Wednesday,Turtle Bay-East Midtown,19.75,34685.1475,3182,2798.1139687452364
43,Wednesday,Upper East Side-Carnegie Hill,18.766666666666666,32958.20766666667,3024,2750.0101564747088
43,Wednesday,Upper West Side,9.333333333333334,16391.293333333335,1504,2273.4402037847303
43,Wednesday,Washington Heights South,2.0,3512.42,322,166.11457977651455
43,Wednesday,West Village,18.833333333333332,33075.28833333333,3034,2710.437343555648
43,Wednesday,Woodside,1.0,1756.21,161,142.54188278772622
43,Wednesday,Yorkville,13.5,23708.835,2175,1642.704862169978
43,Wednesday,park-cemetery-etc-Manhattan,10.0,17562.1,1611,1025.5745028556464
44,Friday,Airport,9.0,15805.89,1450,1945.209307597187
44,Friday,Battery Park City-Lower Manhattan,14.0,24586.940000000002,2256,1776.9662995150743
44,Friday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,274.9029135700372
44,Friday,Bushwick North,1.0,1756.21,161,175.4030941759569
44,Friday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,282.7829859047752
44,Friday,Central Harlem North-Polo Grounds,1.0,1756.21,161,202.01762810097256
44,Friday,Central Harlem South,2.0,3512.42,322,289.9686180343536
44,Friday,Chinatown,9.0,15805.89,1450,1169.7513989625702
44,Friday,Clinton,17.5,30733.675,2820,2387.654113813928
44,Friday,Clinton Hill,1.0,1756.21,161,189.20861182085284
44,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,388.8406018507268
44,Friday,East Harlem South,4.0,7024.84,644,538.7416856031455
44,Friday,East Village,8.333333333333334,14635.083333333334,1343,1920.1621740710525
44,Friday,Fort Greene,1.0,1756.21,161,224.2490159964218
44,Friday,Gramercy,8.0,14049.68,1289,1741.8161216398985
44,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,22.666666666666668,39807.426666666666,3652,3397.7839622175893
44,Friday,Jackson Heights,1.0,1756.21,161,209.3218665863042
44,Friday,Lenox Hill-Roosevelt Island,17.5,30733.675,2820,2202.651749042626
44,Friday,Lincoln Square,15.5,27221.255,2497,2230.3709468967822
44,Friday,Lower East Side,2.0,3512.42,322,421.3324373387084
44,Friday,Midtown-Midtown South,24.6,43202.766,3964,4208.193385746292
44,Friday,Morningside Heights,5.0,8781.05,806,773.1931371069729
44,Friday,Murray Hill-Kips Bay,14.0,24586.940000000002,2256,2297.9659599318647
44,Friday,North Side-South Side,1.0,1756.21,161,377.57301471933846
44,Friday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,255.66823303162596
44,Friday,SoHo-TriBeCa-Civic Center-Little Italy,17.5,30733.675,2820,2618.6918490371663
44,Friday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,340.40270147515537
44,Friday,Turtle Bay-East Midtown,21.333333333333332,37465.81333333333,3437,2878.6270688186983
44,Friday,Upper East Side-Carnegie Hill,16.0,28099.36,2578,2771.4943036147715
44,Friday,Upper West Side,15.333333333333334,26928.553333333333,2471,2334.584683913723
44,Friday,West Village,22.75,39953.777500000004,3665,2919.816062983012
44,Friday,Williamsburg,1.0,1756.21,161,190.57944525132967
44,Friday,Yorkville,10.0,17562.1,1611,1839.0462794724856
44,Friday,park-cemetery-etc-Manhattan,2.0,3512.42,322,1019.9971060357958
44,Monday,Airport,16.333333333333332,28684.763333333332,2632,2158.114590629222
44,Monday,Astoria,3.0,5268.63,483,302.37465897552016
44,Monday,Battery Park City-Lower Manhattan,14.0,24586.940000000002,2256,1587.5084050713622
44,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,244.0446144189704
44,Monday,Bushwick South,1.0,1756.21,161,169.64023595167765
44,Monday,Central Harlem South,1.0,1756.21,161,261.94061118842
44,Monday,Chinatown,3.0,5268.63,483,763.6397232984426
44,Monday,Clinton,10.5,18440.205,1692,2125.325963772248
44,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,329.9929266280302
44,Monday,East Harlem North,1.0,1756.21,161,265.5965210186397
44,Monday,East Harlem South,5.0,8781.05,806,491.7829706188812
44,Monday,East Village,4.0,7024.84,644,1553.184593038507
44,Monday,East Williamsburg,1.0,1756.21,161,181.23920341567012
44,Monday,Gramercy,9.0,15805.89,1450,1494.8070098686126
44,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,17.0,29855.57,2739,3016.0741205831146
44,Monday,Lenox Hill-Roosevelt Island,10.5,18440.205,1692,1955.5156955606376
44,Monday,Lincoln Square,16.5,28977.465,2658,1962.1973722193995
44,Monday,Midtown-Midtown South,32.35,56813.393500000006,5212,4166.4744120100695
44,Monday,Morningside Heights,3.0,5268.63,483,671.2921410363658
44,Monday,Murray Hill-Kips Bay,11.333333333333332,19903.713333333333,1826,1969.439304236586
44,Monday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,226.21591268715844
44,Monday,SoHo-TriBeCa-Civic Center-Little Italy,14.0,24586.940000000002,2256,2311.1029016664725
44,Monday,Steinway,1.0,1756.21,161,169.87206880250795
44,Monday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,284.7720035329895
44,Monday,Turtle Bay-East Midtown,19.916666666666668,34977.84916666667,3209,2719.370006458104
44,Monday,Upper East Side-Carnegie Hill,15.583333333333334,27367.605833333335,2511,2591.1554283241244
44,Monday,Upper West Side,12.5,21952.625,2014,2105.4231457897667
44,Monday,Washington Heights South,1.0,1756.21,161,190.0615316413574
44,Monday,West Village,14.5,25465.045000000002,2336,2591.669358465711
44,Monday,Yorkville,6.0,10537.26,967,1517.7582208752792
44,Monday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,1128,877.2467477770532
44,Monday,park-cemetery-etc-Queens,1.0,1756.21,161,182.7186169950077
44,Saturday,Airport,10.0,17562.1,1611,1802.093408432317
44,Saturday,Astoria,3.0,5268.63,483,376.7008058009252
44,Saturday,Battery Park City-Lower Manhattan,17.5,30733.675,2820,1787.569015690993
44,Saturday,Bedford,1.0,1756.21,161,223.9279475985332
44,Saturday,Brooklyn Heights-Cobble Hill,3.0,5268.63,483,314.4354464974799
44,Saturday,Bushwick North,1.0,1756.21,161,228.3896297708028
44,Saturday,Bushwick South,1.0,1756.21,161,214.50245003544907
44,Saturday,Central Harlem North-Polo Grounds,2.0,3512.42,322,238.27336435195744
44,Saturday,Central Harlem South,1.0,1756.21,161,382.60746308802186
44,Saturday,Chinatown,6.0,10537.26,967,1405.393888836844
44,Saturday,Clinton,20.333333333333332,35709.60333333333,3276,2497.8004348089376
44,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,446.5156404620278
44,Saturday,East Harlem North,1.0,1756.21,161,347.63454228820353
44,Saturday,East Harlem South,3.0,5268.63,483,542.1101412108591
44,Saturday,East Village,9.166666666666666,16098.591666666665,1477,2119.5693847306497
44,Saturday,East Williamsburg,2.0,3512.42,322,272.5391169831041
44,Saturday,Gramercy,10.0,17562.1,1611,1830.2175066761408
44,Saturday,Greenpoint,2.0,3512.42,322,322.9039954950464
44,Saturday,Hamilton Heights,1.0,1756.21,161,250.14227903451496
44,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,21.666666666666668,38051.21666666667,3491,3330.2538715509154
44,Saturday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,471.8216358742688
44,Saturday,Lenox Hill-Roosevelt Island,11.0,19318.31,1772,2109.984632045066
44,Saturday,Lincoln Square,19.166666666666668,33660.69166666667,3088,2211.137282729331
44,Saturday,Lower East Side,5.0,8781.05,806,642.1258131938472
44,Saturday,Midtown-Midtown South,25.65,45046.7865,4133,4139.2233657449815
44,Saturday,Morningside Heights,5.0,8781.05,806,754.476683072807
44,Saturday,Murray Hill-Kips Bay,9.5,16683.995,1531,2298.7738697387817
44,Saturday,North Side-South Side,3.0,5268.63,483,588.5439466653686
44,Saturday,Park Slope-Gowanus,2.0,3512.42,322,328.05898633189696
44,Saturday,Prospect Heights,1.0,1756.21,161,223.66277438475055
44,Saturday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,291.0399112382751
44,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,16.5,28977.465,2658,2589.141504576112
44,Saturday,Steinway,1.0,1756.21,161,230.68674058840503
44,Saturday,Turtle Bay-East Midtown,18.166666666666668,31904.48166666667,2927,2796.5625064394844
44,Saturday,Upper East Side-Carnegie Hill,13.75,24147.8875,2215,2675.0214738129603
44,Saturday,Upper West Side,12.5,21952.625,2014,2432.722455584318
44,Saturday,Washington Heights North,1.0,1756.21,161,201.76814984670503
44,Saturday,Washington Heights South,1.0,1756.21,161,244.5383880425758
44,Saturday,West Village,17.416666666666668,30587.32416666667,2806,2921.9418882813457
44,Saturday,Yorkville,13.333333333333334,23416.133333333335,2148,1868.5343454352767
44,Saturday,park-cemetery-etc-Manhattan,10.0,17562.1,1611,1078.149771817168
44,Sunday,Airport,8.0,14049.68,1289,1940.7883543243304
44,Sunday,Astoria,3.0,5268.63,483,355.50499533606967
44,Sunday,Battery Park City-Lower Manhattan,7.5,13171.575,1208,1511.8767742641055
44,Sunday,Bedford,1.0,1756.21,161,188.95456324394252
44,Sunday,Bedford Park-Fordham North,1.0,1756.21,161,173.98293258465316
44,Sunday,Briarwood-Jamaica Hills,1.0,1756.21,161,174.67539012800802
44,Sunday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,275.33458361140345
44,Sunday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,483,307.52296463336387
44,Sunday,Central Harlem North-Polo Grounds,2.0,3512.42,322,208.32155147278849
44,Sunday,Central Harlem South,2.0,3512.42,322,296.6194603608224
44,Sunday,Chinatown,7.0,12293.470000000001,1128,1220.0741134031027
44,Sunday,Clinton,15.5,27221.255,2497,2296.4979238939486
44,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,407.2019416974502
44,Sunday,East Harlem North,2.0,3512.42,322,299.42648073642675
44,Sunday,East Harlem South,3.0,5268.63,483,496.0876794677341
44,Sunday,East Village,12.666666666666666,22245.326666666668,2041,2040.888180019504
44,Sunday,East Williamsburg,1.0,1756.21,161,206.31182403515592
44,Sunday,Erasmus,1.0,1756.21,161,187.4508418816776
44,Sunday,Fort Greene,1.0,1756.21,161,198.71717428958067
44,Sunday,Georgetown-Marine Park-Bergen Beach-Mill Basin,1.0,1756.21,161,181.3825623804021
44,Sunday,Gramercy,10.0,17562.1,1611,1623.7567191597072
44,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,19.583333333333332,34392.44583333333,3155,3131.921705803797
44,Sunday,Hunters Point-Sunnyside-West Maspeth,4.0,7024.84,644,390.2124945551207
44,Sunday,Lenox Hill-Roosevelt Island,10.0,17562.1,1611,1898.0502340904477
44,Sunday,Lincoln Square,11.5,20196.415,1853,1957.9457718088315
44,Sunday,Lower East Side,3.0,5268.63,483,504.7878877680242
44,Sunday,Manhattanville,3.0,5268.63,483,221.3810628020269
44,Sunday,Midtown-Midtown South,26.35,46276.1335,4246,3936.651670990043
44,Sunday,Morningside Heights,5.0,8781.05,806,708.7404045678077
44,Sunday,Murray Hill-Kips Bay,12.0,21074.52,1933,2130.0356470959136
44,Sunday,New Springville-Bloomfield-Travis,1.0,1756.21,161,182.0458553275789
44,Sunday,North Side-South Side,3.0,5268.63,483,508.0640335465114
44,Sunday,Park Slope-Gowanus,2.0,3512.42,322,263.23161643067743
44,Sunday,Prospect Heights,1.0,1756.21,161,190.45623851830575
44,Sunday,Queensbridge-Ravenswood-Long Island City,3.0,5268.63,483,237.75239474337744
44,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,16.4,28801.843999999997,2642,2531.525821152777
44,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,367.5258389108652
44,Sunday,Turtle Bay-East Midtown,13.5,23708.835,2175,2606.286998269161
44,Sunday,Upper East Side-Carnegie Hill,16.0,28099.36,2578,2398.576434982688
44,Sunday,Upper West Side,16.333333333333332,28684.763333333332,2632,2251.73767403512
44,Sunday,Washington Heights North,1.0,1756.21,161,169.89410388407097
44,Sunday,West Village,19.333333333333332,33953.39333333333,3115,2788.113085129489
44,Sunday,Williamsburg,1.0,1756.21,161,186.6741646982302
44,Sunday,Yorkville,7.0,12293.470000000001,1128,1621.399310736661
44,Sunday,park-cemetery-etc-Manhattan,8.0,14049.68,1289,928.71572560991
44,Thursday,Airport,16.0,28099.36,2578,1997.411454066619
44,Thursday,Astoria,2.0,3512.42,322,302.1522221689443
44,Thursday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1751.8840457958518
44,Thursday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,243.7468822515197
44,Thursday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,276.8296475149183
44,Thursday,Central Harlem South,1.0,1756.21,161,264.92170877822565
44,Thursday,Chinatown,7.0,12293.470000000001,1128,1015.3857183524582
44,Thursday,Clinton,12.0,21074.52,1933,2307.6768857378365
44,Thursday,Clinton Hill,1.0,1756.21,161,181.70792192426583
44,Thursday,College Point,1.0,1756.21,161,187.1300818732533
44,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5.0,8781.05,806,350.00638139655086
44,Thursday,East Harlem North,1.0,1756.21,161,297.6081822361271
44,Thursday,East Harlem South,3.0,5268.63,483,552.383990029584
44,Thursday,East Village,13.5,23708.835,2175,1791.6521687902643
44,Thursday,Gramercy,12.0,21074.52,1933,1667.8692492925188
44,Thursday,Hamilton Heights,2.0,3512.42,322,202.19649097236532
44,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,23.333333333333332,40978.23333333333,3759,3349.35784473792
44,Thursday,Hunts Point,1.0,1756.21,161,190.1563163732044
44,Thursday,Lenox Hill-Roosevelt Island,16.5,28977.465,2658,2083.690929378652
44,Thursday,Lincoln Square,12.333333333333334,21659.923333333336,1987,2163.49100249946
44,Thursday,Lower East Side,3.0,5268.63,483,409.0930408643303
44,Thursday,Middle Village,1.0,1756.21,161,189.0545934343232
44,Thursday,Midtown-Midtown South,25.816666666666666,45339.48816666667,4160,4286.175636704993
44,Thursday,Morningside Heights,5.0,8781.05,806,752.1893843791449
44,Thursday,Morrisania-Melrose,1.0,1756.21,161,183.85722893805283
44,Thursday,Murray Hill-Kips Bay,19.5,34246.095,3142,2385.715793620849
44,Thursday,North Corona,1.0,1756.21,161,181.18589198581745
44,Thursday,North Side-South Side,2.0,3512.42,322,372.7666950971447
44,Thursday,Old Astoria,1.0,1756.21,161,204.76330390750329
44,Thursday,Park Slope-Gowanus,1.0,1756.21,161,222.0701823403559
44,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,16.5,28977.465,2658,2603.8199790904114
44,Thursday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,324.1333317819408
44,Thursday,Turtle Bay-East Midtown,23.333333333333332,40978.23333333333,3759,2972.4470347655533
44,Thursday,Upper East Side-Carnegie Hill,16.75,29416.5175,2699,2851.630235844055
44,Thursday,Upper West Side,14.75,25904.0975,2377,2375.234004046381
44,Thursday,Washington Heights South,1.0,1756.21,161,208.10089237548664
44,Thursday,West Village,14.0,24586.940000000002,2256,2843.20234397772
44,Thursday,Yorkville,14.5,25465.045000000002,2336,1783.149983107518
44,Thursday,park-cemetery-etc-Manhattan,3.0,5268.63,483,1008.8007344246496
44,Thursday,park-cemetery-etc-Queens,1.0,1756.21,161,201.24532612164435
44,Tuesday,Airport,8.5,14927.785,1370,2003.330617221886
44,Tuesday,Battery Park City-Lower Manhattan,9.5,16683.995,1531,1636.471468423549
44,Tuesday,Bushwick South,1.0,1756.21,161,125.73118946531804
44,Tuesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,197.39622342046283
44,Tuesday,Central Harlem South,2.0,3512.42,322,212.5265603810934
44,Tuesday,Chinatown,3.0,5268.63,483,765.1362956131762
44,Tuesday,Clinton,14.0,24586.940000000002,2256,2219.58059858888
44,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,272.89002521580363
44,Tuesday,East Elmhurst,1.0,1756.21,161,139.16570476285122
44,Tuesday,East Harlem South,3.0,5268.63,483,438.9670612480192
44,Tuesday,East Village,10.0,17562.1,1611,1598.755170271696
44,Tuesday,Forest Hills,1.0,1756.21,161,146.65623299293128
44,Tuesday,Gramercy,12.0,21074.52,1933,1491.6068172272903
44,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,16.333333333333332,28684.763333333332,2632,3155.039587805236
44,Tuesday,Hunters Point-Sunnyside-West Maspeth,4.0,7024.84,644,274.0611232320042
44,Tuesday,Lenox Hill-Roosevelt Island,11.0,19318.31,1772,1968.105377288575
44,Tuesday,Lincoln Square,11.333333333333334,19903.713333333333,1826,2037.6148899075656
44,Tuesday,Lower East Side,3.0,5268.63,483,331.3441232022726
44,Tuesday,Manhattanville,1.0,1756.21,161,166.47120217398162
44,Tuesday,Midtown-Midtown South,25.216666666666665,44285.76216666667,4063,4222.455710824569
44,Tuesday,Morningside Heights,6.0,10537.26,967,670.3306281708575
44,Tuesday,Murray Hill-Kips Bay,12.0,21074.52,1933,2172.494765938761
44,Tuesday,North Side-South Side,1.0,1756.21,161,256.24414394801664
44,Tuesday,Prospect Heights,1.0,1756.21,161,138.47155378638482
44,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,18.5,32489.885000000002,2981,2465.227424483211
44,Tuesday,Turtle Bay-East Midtown,15.916666666666666,27953.009166666667,2564,2814.259005961644
44,Tuesday,Upper East Side-Carnegie Hill,14.55,25552.8555,2344,2731.384021988117
44,Tuesday,Upper West Side,16.0,28099.36,2578,2220.445891649056
44,Tuesday,Washington Heights South,1.0,1756.21,161,147.32950253991118
44,Tuesday,West Village,11.333333333333334,19903.713333333333,1826,2550.734971645616
44,Tuesday,Yorkville,9.0,15805.89,1450,1484.5816133440144
44,Tuesday,park-cemetery-etc-Manhattan,9.0,15805.89,1450,1030.9574877893492
44,Wednesday,Airport,12.5,21952.625,2014,1949.330998133144
44,Wednesday,Astoria,3.0,5268.63,483,233.67541887351268
44,Wednesday,Battery Park City-Lower Manhattan,14.0,24586.940000000002,2256,1664.0651040460934
44,Wednesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,199.90177224483145
44,Wednesday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,228.40073002753184
44,Wednesday,Chinatown,6.0,10537.26,967,958.677254794752
44,Wednesday,Clinton,14.0,24586.940000000002,2256,2249.283377890735
44,Wednesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,301.7720396371908
44,Wednesday,East Harlem North,2.0,3512.42,322,235.973101333854
44,Wednesday,East Harlem South,2.0,3512.42,322,471.02748117155903
44,Wednesday,East Village,13.0,22830.73,2095,1636.5937471512136
44,Wednesday,East Williamsburg,1.0,1756.21,161,135.18433201808878
44,Wednesday,Gramercy,12.0,21074.52,1933,1556.303762798743
44,Wednesday,Hamilton Heights,1.0,1756.21,161,150.13182904043992
